"Subject","Chapter","Question No","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Image Reference"
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","17","All are true about cystic hygroma except","Pulsatile","May cause respiratory obstruction","Common in neck","Present at birth","A","'A' [B & L 23rd ed 700 / 24th ed 771]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","18","Earliest tumour to appear after birth is","Sternomastoid tumour","Cystic hygroma","Branchial cyst","Lymphoma","A","'A' [B & L 23rd ed 708]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","19","Treatment of cystic hygroma is","Surgical excision","Injection of sclerosants","Irradiation","Masterly inactivity","A","'A' [B & L 23rd ed 700 / 24th ed 771]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","20","Commonest site of branchial cyst","Lower 1/3 of sternomastoid on anterior border","Lower 1/3 of sternomastoid on posterior border","Upper 1/3 of sternomastoid on anterior border","Upper 1/3 of sternomastoid on posterior border","C","'C' [B & L 23rd ed 699 / 24th ed 770]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","21","The most common site of the internal opening of a branchial fistula is at the","Lateral nasopharyngeal wall","Fossa of rosemuller","Gingivo - labial sulcus","Tonsilar fossa","D","'D' [B & L 25th ed 596]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","22","Sebaceous cyst does not occur in the","Scalp","Scrotum","Back","Sole","D","'D' [B & L 23rd ed 173]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","23","The term universal tumour refers to","Adenoma","Papilloma","Fibroma","Lipoma","D","'D' [B & L 23rd ed 151]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","24","Cause of persistence of a sinus or fistulae includes","Foreign body","Non dependent drainage","Unrelieved Obstruction","All of the above","D","'D' [B & L 23rd ed 179]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","25","Premalignant conditions of the skin include","Bowen disease","Pagets disease of nipple","Leukoplakia","All of the above","D","'D' [B & L 23rd ed 148]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","26","Marjolin's ulcer is","Squamous cell carcinoma from scar","Adenoma of scar","Tuberculous ulcer","Amoebic ulcer","A","'A' [B & L 23rd ed 159]
Marjolin ulcer occurs in long standing scar, especially in burns scar. It is locally malignant because of absence of lymphatics in scar tissue. It is painless because of absence of nerves.",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","27","Painless ulcer of the tongue is due to","Dyspepsia","Syphilis","Tuberculosis","None of the above","B","'B' [B & L 23rd ed 159]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","28","Undermined ulcer is present in","Syphilis","TB","Basal cell carcinoma","Hodgkin's lymphoma","B","'B' [B & L 23rd ed 159 / 24th ed 208]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","29","Shotty lymphnodes are seen in","Syphilis","TB","Epithelioma","Hodgkin's lymphoma","A","'A' [B & L 23rd ed 159]

| Disease | Lymphnodes |
|---|---|
| Syphilis | Firm, discrete and shotty |
| TB | Matted |
| Hodgkin's lymphoma | Elastic and rubbery |
| Carcinoma | Hard and fixed |",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","30","In modified radical neck dissection, structure not preserved is","Sternocleidomastoid","Internal jugular vein","Accessory nerve","Submandibular gland","C","'C' [B & L 23rd ed 706 / 24th ed 775]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","31","Squamous cell carcinoma can arise from","Long standing venous ulcers","Chronic lupus vulgaris","Rodent ulcer","All of the above","A","'A' [B & L 23rd ed 181]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","32","Not a carcinogen for cancer of Head & Neck","Alcohol","Smoking","Tobacco","Unflourinated water","D","'D' [B & L 23rd ed 637 / 24th ed 704]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","33","Commonest premalignant condition of oral cancer","Leukoplakia","Apthous ulcer","Syphilitic ulcer","Erythroplakia","A","'A' [B & L 23rd ed 637 / 24th ed 704]
Premalignant lesions and conditions for oral cancer are:
• Leukoplakia
• Erythroplakia
• Chronic hyperplastic candidiasis
• Oral submucous fibrosis
• Syphilitic glossitis
• Sideropenic dysphagia
• Oral lichen planus
• Discoid lupus erythematosus",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","34","Treatment of choice for carcinoma of lip of less than 1 cm is","Radiation","Chemotherapy","Excision","Radiation and chemotherapy","C","'C' [B & L 23rd ed 644 / 24th ed 712]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","35","Predisposing factors for development of oral carcinoma is","Smoking","Alcohol","Syphilis","All of the above","D","'D' [B & L 23rd ed 637 / 24th ed 704]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","36","Keratoacanthoma is","A type of basal cell carcinoma","Infected sebaceous cyst","Self healing nodular lesion with central ulceration","Pre-malignant disease","C","'C' [B & L 23rd ed 182]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","37","Prognosis of malignant melanoma depends on","Grade of tumor","Spread of tumor","Depth of invasion","Metastasis","C","'C' [B & L 23rd ed 183]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","38","Which is not true of Carcinoma tongue","Lateral border is involved","Cervical lymph node involvement","Commonly adenocarcinoma","Tobacco chewing is a risk factor","C","'C' [B & L 23rd ed 640 / 24th ed 712]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","39","Carcinoma tongue less than 2 cm is treated by","Excision","Radiotherapy","Chemotherapy","Excision and Radiotherapy","A","'A' [B & L 23rd ed 640 / 24th ed 712]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","40","Most severe form of malignant melanoma is","Superficially spreading","Nodular infiltrating type","Those arising in lower limb","Those in choroid","B","'B' [B & L 23rd ed 183 / 24th ed 715]
Five types of melanoma are:
• Lentigo malignant: least malignant
• Superficial spreading
• Nodular: Most malignant
• Acral – lentigenous
• Amelanotic",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","41","Margins of squamous cell carcinoma is","Inverted","Everted","Rolled","Undermined","B","'B' [B & L 23rd ed 181 / 24th ed 632]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","42","Commonest site of carcinoma tongue","Apical","Lateral borders","Dorsum","Posterior 1/3","B","'B' [B & L 23rd ed 640 / 24th ed 712]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","43","Which of the following structures is not removed in radical neck dissection:","Sternocleidomastoid muscle","Internal jugular vein","Spinal accessory nerve","Phrenic nerve","D","'D' [KAR-99]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","44","Functional neck dissection is done usually by preserving","Sternocleidomastoid muscle and spinal accessory nerve","Sternocleidomastoid muscle jugular vein and spinal accessory nerve","Spinal accessory nerve alone","Sternocleidomastoid muscle alone","B","'B' [KAR-99]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","45","Block dissection of lymph nodes along with hemiglossectomy is called","Radical Neck dissection","Commando operation","Brachy therapy","Teletherapy","B","'B' [B & L 23rd ed 69]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","46","A 4 cm lesion on the tongue with palpable lymphnodes bilaterally and distant metastasis is","State-I","Stage-II","Stage-III","Stage-IV","D","'D' [B & L 23rd ed 645 / 24th ed 713]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","47","Carcinomatous ulcer is diagnosed by","Everted and indurated borders","Everted punched out borders","Inverted undermined borders","None of the above","A","'A' [B & L 23rd ed 159 / 24th ed 208]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","48","Glomangioma arises from","Neuroglial cells","Nerve cells","Cutaneous glomus","None of the above","C","'C' [B & L 23rd ed 153]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","49","Loss of differentiation of tumour cells is called","Metaplasia","Dysplasia","Anaplasia","Hyperplasia","C","'C' [B & L 23rd ed 148]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","50","The muscle which is resected in classical neck dissection is:","Sternohyoid","Sternothyroid","Sterno mastoid","Sternocricoid","C","'C' [PGI-06]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","51","A malignant tumour of childhood, that metastazied to bone most often, is:","Wilm's tumour","Neuroblastoma","Adrenal gland tumour","Granuloma cell tumour of ovary","B","'B' [AIPG-06]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","52","Punched out edge is characteristic of which type of ulcer:","Tuberculosis","Rodent ulcer","Syphillitic","Non specific","C","'C' [KAR-04]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","53","The term 'pulse granuloma' suggests reaction towards the fragments of foreign material like:","Cotton fibres","Black silk","Silver amalgam","Legumes","C","'C' [COMEDK-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","54","A patient having tumor of maxillary sinus manifests with excessive rolling tears from his eyes, likely due to obstruction of:","Nasolacrimal duct","Conjunctival sac","Lacrimal gland","None of the above","A","'A' [B & L 23rd ed 658 / 24th ed 732]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","55","The treatment of choice for Nasopharyngeal carcinoma is:","Chemotherapy alone","Radiotherapy alone","Radiotherapy & surgery","Surgery alone","B","'B' [COMEDK-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","56","Schwann cells are derived from:","Neural crest cells","Endoderm","Mesoderm","Ectoderm","A","'A' [KCET-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","57","Malignant ulcer is differentiated from benign by","Heaping up of margins","Fibrous scars radiating from crater","Induration of base","clean base","C","'C' [COMEDK-2011, 14]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","58","The benign neoplasm of 'brown fat' noted in oral/ pharyngeal region is:","Lipoma","Hibernoma","Teratoma","Brown tumor","B","'B' [COMEDK-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","59","Following ONE is not true of carcinoma of lip:","Most common on vermilion border of lower lip","A 90% cure rate is possible with surgery or radiotherapy","Initially tumor spreads laterally rather than infiltrating deeply","Upto one third of the lip cannot be removed","D","'D' [KCET-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","60","Marjolin's ulcer is:","Squamous cell carcinoma from scar","Trophic ulcer","Tuberculous ulcer","Rodent ulcer","A","'A' [COMED-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","61","The common site of glomangioma is","Head & neck","Chest wall","Nail bed","Retroperitoneal","C","'C' [KCET-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","62","Bedsore is an example of:","Tropical ulcer","Trophic ulcer","Venous ulcer","Post thrombotic ulcer","B","'B' [AIIMS-06]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","63","Not compressible swelling is:","Meningocele","Lymphangioma","Mucocele","Cystic hygroma","A","'A' [MCET-07]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","64","Squamous cell carcinoma","Spreads through lymphatics","Radioresistant","Metastasize through blood stream","Surgical excision contraindicated","A","'A' [KCET-08]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","65","Chronic burrowing ulcer is caused by?","Microaerophilic streptococci","Peptostreptococcus","Streptococcus viridans","Streptococcus pyogenes","A","'A' [AIPG-09]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","66","Quinsy is","Peritonsillar abscess","Infratemporal space infection","Para Pharyngeal space infection","Lateral pharyngeal space infection","A","'A' [MCET-10]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","67","The most common clinical pattern of basal cell carcinoma is","Nodular","Morphea form","Superficial","Keratotic","A","'A' [COMEDK-10]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","68","Malignancies that frequently metastasize to the jaws are","Lung","Prostate","Colorectal","All of the above","D","'D' [KAR-2013]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","69","Which of the following is NOT a feature of keloids?","Never gets worse after 6 months","Severe itching is present","Margins are tender","None of the above","A","'A' [KAR-2013]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","70","Tumour antigen S-100 is present in","Chorio carcinoma","Breast cancer","Neural tumours","Testicular tumours","C","'C' [GCET-14]",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","71","The following wound is not untidy","Incised untidy wound","Crushed wound","Avulsed wound","Lacerated wound","A","'A' [MCET-14]
Tidy wounds are inflicted by sharp instruments. Incised wound is an example of tidy wound.",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","72","Empyma is a term given for","Collection of pus in the tissue spaces","Collection of blood in the tissue spaces","Collection of air in the tissue spaces","Collection of serous fluid in the tissue spaces","A","'A' [GCET-14]
Empyma is a condition in which pus and fluid from infected tissue collects in a body cavity. Usually, empyema refers to pus inside pleural cavity, or pleural space.",""
"General Surgery","5. Swellings, Ulcers and Tumors of Head and Neck","73","Grade 1 axillary lymph node","Medial to Pectoralis Major","Lateral to Pectoralis Major","Medial to Pectoralis Minor","Lateral to Pectoralis Minor","B","'B' [AIPG-2015]
Level I (low-axilla): lymph nodes lateral to the lateral border of pectoralis minor muscle.",""
"General Surgery","6. Diseases of Larynx and Pharynx","1","Which of the following conditions may necessitate emergency tracheostomy to prevent suffocation","Cellulitis","Ludwig's angina","Cavernous sinus thrombosis","Maxillary sinusitis","B","'B' [B & L 23rd ed 703 / 24th ed 773]
Ludwigs angina is a severe form of cellulites involving the submandibular, sublingual and submental spaces. Tracheostomy is necessary in cases of oedema of the glottis.",""
"General Surgery","6. Diseases of Larynx and Pharynx","2","A chronic smoker with history of hoarseness was found on examination to have keratosis of the larynx. All of the following are possible treatment modalities except:","Laser vaporizer","Stop smoking","Stripping of the vocal cord","Partial laryngectomy","B","'B' [AIPG -02]",""
"General Surgery","6. Diseases of Larynx and Pharynx","3","Laryngeal oedema – a life-threatening situation is seen in association with:","Cavernous sinus thrombosis","Infection of pharyngeal tonsils","Ludwig's angina","Cellulitis","C","'C' [B & L 23rd ed 703 / 24th ed 773]",""
"General Surgery","6. Diseases of Larynx and Pharynx","4","In tracheostomy, the entry into the trachea is through:","Cricoid cartilage","First tracheal ring","Second and third tracheal rings","Fourth and fifth tracheal ring","C","'C' [KAR -01]
Entry through 1st ring results in tracheal stenosis and entry through 5th – 7th rings is very difficult.",""
"General Surgery","6. Diseases of Larynx and Pharynx","5","Tracheostomy will:","Increase dead air space","Increase respiratory resistance","Decrease respiratory work","Cause obstruction in respiration","C","'C' [AIIMS -95]
All forms of tracheostomy and cricothyroidotomy have the following advantages:
• Reduces the anatomical dead space by 50%
• Work of breathing is reduced
• Alveolar ventilation is increased",""
"General Surgery","6. Diseases of Larynx and Pharynx","6","The treatment of choice for stage-I cancer larynx is:","Radical surgery","Chemotherapy","Radiotherapy","Surgery followed by radiotherapy","C","'C' [AIIMS -03]",""
"General Surgery","6. Diseases of Larynx and Pharynx","7","Which of the following is not a complication of tracheostomy:","Surgical emphysema","Pneumothorax","Carotid artery injury","Subglottic stenosis","C","'C' [AIPG -01]",""
"General Surgery","6. Diseases of Larynx and Pharynx","8","In performing an elective tracheostomy the trachea should be entered","Below the cricoid","Above the cricoid","Through the cricothyroid membrane","Laterally below the thyroid cartilage","A","'A' [APPSC -99]",""
"General Surgery","6. Diseases of Larynx and Pharynx","9","If an emergency tracheostomy is to be performed the incision should be:","Vertical","Horizontal","Oblique","Paramedian","A","'A' [B & L 23rd ed 690 / 24th ed 760]
A vertical incision is preferred as it is inconspicuous and heals well.",""
"General Surgery","6. Diseases of Larynx and Pharynx","10","The virus associated with nasopharyngeal carcinoma is","Epstein Bar","Cytomegalo virus","Hepatitis","Herpes virus","A","'A' [B & L 23rd ed 679 / 24th ed 749]",""
"General Surgery","6. Diseases of Larynx and Pharynx","11","Commonest manifestation of carcinoma of nasopharynx","Nasal blockage","Epistaxis","Squint","Secondaries in neck","D","'D' [B & L 23rd ed 679 / 24th ed 749]",""
"General Surgery","6. Diseases of Larynx and Pharynx","12","Paucity of pus is seen in","Quinsy","Ludwig angina","Carbuncle","Mellaroys disease","B","'B' [MAN -02]",""
"General Surgery","6. Diseases of Larynx and Pharynx","13","The least significant finding in the palpation of neck nodes is","The size","The degree of firmness","Tenderness","Fixation to the underlying tissues","A","'A' [KAR-01]",""
"General Surgery","6. Diseases of Larynx and Pharynx","14","The following statement about Plummer Vinson syndrome is false","It is due to prolonged iron deficiency anaemia","It occurs mostly in middle aged women","It is manifested as dysphagia and carcinoma of hypopharynx","None of the above","D","'D' [B & L 23rd ed 685 / 24th ed 755]",""
"General Surgery","6. Diseases of Larynx and Pharynx","15","Peritonsillar abscess is called as","Quinsy","Follicular tonsillitis","Chronic tonsillitis","None of the above","A","'A' [B & L 23rd ed 680 / 24th ed 750]",""
"General Surgery","6. Diseases of Larynx and Pharynx","16","The examiner stands behind a patient and keeps his head upright and tilted to one side. He is palpating","Submandibular gland","Spasmodic masseter muscle","TMJ","Deep and superficial cervical lymph nodes","D","'D'",""
"General Surgery","6. Diseases of Larynx and Pharynx","17","The complication after tonsillectomy is","Haemorrhage","Otaigia","Infection","All of the above","D","'D' [B & L 23rd ed 682 / 24th ed 752]",""
"General Surgery","6. Diseases of Larynx and Pharynx","18","Tracheostomy is indicated in","Head injury with unconsciousness","Foreign body obstruction","Major surgery involving the oral cavity","All of the above","D","'D' [B & L 23rd ed 689 / 24th ed 759]",""
"General Surgery","6. Diseases of Larynx and Pharynx","19","Cervical rib syndrome commonly produces","Dysphagia","Neurological manifestation","Respiratory symptoms","Vascular manifestation","B","'B' and 'D' [B & L 23rd ed 702]",""
"General Surgery","6. Diseases of Larynx and Pharynx","20","Early postoperative complications of tracheostomy are all except:","Apnoea","Haemorrhage","Pneumomediastinum","Tracheal stenosis","D","'D' [KAR-04]",""
"General Surgery","6. Diseases of Larynx and Pharynx","21","Most common and earliest manifestation of carcinoma glottis is:","Hoarseness","Hemoptysis","Cercial lympnhodes","Stridor","A","'A' [AIPG-05]",""
"General Surgery","6. Diseases of Larynx and Pharynx","22","Secondaries in the neck with no obvious primary malignancy is most often due to:","Ca. stomach","Ca. Larynx","Ca. Nasopharynx","Ca. Thyroid","C","'C' [B & L 23rd ed 305]",""
"General Surgery","6. Diseases of Larynx and Pharynx","23","Trottler's triad is seen in:","Angiofibroma","Nasopharyngeal carcinoma","Laryngeal carcinoma","Growth in fossa of Rosenmuller","B","'B' [B & L 23rd ed 305]
Trotter's triad:
1) Conductive deafness (Eustachian tube blockade)
2) Ipsilateral temporoparietal neuralgia (Cranial Nerve V)
3) Palatal paralysis (Cranial Nerve X)",""
"General Surgery","6. Diseases of Larynx and Pharynx","24","Standard Airway for Ludwig's Angina is:","Tracheotomy","Cricothyrotomy","Nasal intubation","Oral intubation","B","'B' [MCET-07]",""
"General Surgery","6. Diseases of Larynx and Pharynx","25","A young boy with history of severe sore throat and fever had these clinical findings on oral examination. The cause of the above problem could be due to","Quinsy","Tonsillitis","Oral thrush","Severe glossitis","A","'A' [APPG -2015]","Requires image: Oral photograph of peritonsillar abscess"
"General Surgery","6. Diseases of Larynx and Pharynx","26","Bjork flap in tracheostomy is","Superiorly based","Inferiorly based","Laterally based","Free flap","B","'B' [MH PG CET 2016]",""
"General Surgery","6. Diseases of Larynx and Pharynx","27","Common complication after tracheal intubation is","Sore throat","Glottic edema","Haemorrhage","Laryngospasm","A","'A'",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","1","Incompatible blood transfusion leads to all except","Increased plasma bilirubin","Increased plasma prothrombin","Jaundice","Renal failure","B","'B' [B & L 23rd ed 50 / 24th ed 84]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","2","Lactated Ringer's solution (Hartmann's solution) contains all of the following electrolytes EXCEPT","Bicarbonate","Chloride","Potassium","Sodium","A","'A' [B & L 23rd ed 52 / 24th ed 62]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","3","The best method of controlling bleeding is to","Apply a tourniquet","Apply direct pressure to the injury","Compress pressure points between the injury and the heart","Bandage the area","B","'B' [MAN -01]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","4","Secondary haemorrhage appears in:","7-14 days","Within 6 hours","Due to Slipping of ligature","Bleeding disorders","A","'A' [B & L 23rd ed 46 / 24th ed 60]
Primary haemorrhage occurs at the time of injury or operation.
Reactionary haemorrhage occurs within 24 hours and is due to slippage of a ligature or dislodgement of a clot.
Secondary haemorrhage occurs after 7-15 days due to infection and sloughing of part of the wall of an artery.",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","5","Clotting capacity of blood after storage","Improves","Not altered if kept at 4°C","Not altered if used within 3 days","Diminishes","D","'D' [B & L 23rd ed 48 / 24th ed 68]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","6","The sodium excretion shut down following trauma remains for","6 hours","24 hours","36 hours","48 hours","D","'D' [B & L 23rd ed 41 / 24th ed 56]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","7","A patient of burns should be given","5% dextrose","Hypertonic saline 0.9%","Dextrose saline","Human albumin 4.5%","D","'D' [AIPG -03]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","8","SAG-M blood is useful in","Anaemia","Haemophilia A","Burns","DIC","A","'A' [B & L 23rd ed 49 / 24th ed 63]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","9","Following infection can be transmitted by blood transfusion:","HIV","Hepatitis B","Malaria","All of the above","D","'D' [B & L 23rd ed 50 / 24th ed 65]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","10","Hemorrhage occurring due to raised blood pressure is","Reactionary","Secondary","Both of the above","None of the above","A","'A' [B & L 23rd ed 46 / 24th ed 60]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","11","Reactionary haemorrhage occurs","Within 24 hours of surgery","After 48 hours of surgery","After 72 hours of surgery","After 7-14 days of surgery","A","'A' [B & L 23rd ed 46 / 24th ed 60]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","12","Surgery should be carried out in a haemophilic patient if the factor VIII concentration is raised to","2 - 20%","20 - 40%","50 - 100%","100%","C","'C' [B & L 23rd ed 51 / 24th ed 65]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","13","Which of the following statements is true","Elderly patients sustaining trauma should be given packed RBC","One unit of blood raises Hb% concentration by 1 gm%","Massive blood transfusion leads to hyperkalemia","All of the above","D","'D' [B & L 23rd ed 48 / 24th ed 62]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","14","Following trauma or surgery which of the following fluids should be avoided","5% dextrose","Isotonic saline","Ringers lactate","Blood","A","'A' [B & L 23rd ed 48 / 24th ed 62]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","15","Which of the following statements is incorrectly matched","Thrombocytopenia - platelet rich plasma","Haemophilia - Cryoprecipitate","Burns - Packed red cells","DIC - fibrinogen","C","'C' [B & L 23rd ed 53 / 24th ed 67]

| Replacement | Given in |
|---|---|
| Platelet rich plasma | Thrombocytopenia |
| Cryoprecipitate | Haemophilia |
| Packed red cells | Anaemia, elders and small children |
| Human albumin 4.5% | Burns |
| Fibrinogen | DIC |",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","16","Massive blood transfusions may be complicated by:","Hypokalemia","Hypercalcemia","Leucopenia","Coagulopathy","D","'D' [B & L 23rd ed 53 / 24th ed 67]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","17","Hypovolemic shock is seen when fluid loss is:","10 - 20%","20 - 45%","50 - 70%","70 - 80%","B","'B' [B & L 23rd ed 53 / 24th ed 67]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","18","Patient with severe acidosis is treated with","i.v. NaHCo3","Ringers lactate","Dextrose","None of the above","A","'A' [AIIMS -95]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","19","Common reaction to blood transfusion may include all except:","Fever","Hypocalcemia","Hemolysis","Urticaria","B","'B' [KAR -01]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","20","Stored plasma is deficient in","Factors 7 and 8","Factors 2 and 5","Factors 5 and 8","Factors 7 and 9","A","'A' [KAR -01]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","21","Shock is a circulatory disturbance characterized by:","Increased blood","Elevated body temperature","Increased atmospheric pressure","Decreased volume of circulating blood","D","'D' [AIPG -03]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","22","The best dressing for open wounds is","Skin","Amnion","Opsite","Tulle grass","B","'B' [AIPG -99]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","23","Which of the following is common to all types of shock?","Vasoconstriction","Hypotension","Sepsis","Bradycardia","B","'B' [AIIMS -92]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","24","An accurate method of measuring fluid replacement following acute blood loss is to check the:","Hematocrit","Hemoglobin","Blood pressure","Central venous pressure","D","'D' [KAR -97]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","25","Tachycardia in a patient in shock is response to:","Hypotension","Vasoconstriction","CNS anoxia","Anxiety","A","'A'",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","26","C.V.P. (Central Venous Pressure) and pulmonary wedge pressure give an accurate assessment of all the following except","Tissue perfusion","Volume depletion","Volume overload","Myocardial function","A","'A' [AIIMS -92]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","27","Features of hypovolemic shock are all except","Oliguria","Bradycardia","Low B,P","Acidosis","B","'B'",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","28","Neurogenic shock occurs due to blockage of","Peripheral nervous system","Parasympathetic nervous system","Sympathetic nervous system","Cerebral tracts","C","'C' [B & L 23rd ed 45 / 24th ed 59,60]
Neurogenic shock is caused by traumatic or pharmacological blockade of the sympathetic nervous system producing dilatation of resistance arterioles and capacitance veins leading to relative Hypovolemia and hypotension.",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","29","Sustained diarrhoea can lead to","Metabolic acidosis","Metabolic alkalosis","Respiratory alkalosis","Respiratory acidosis","A","'A'",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","30","If rupture marks are to be avoided, skin sutures should be removed by","72 hours","1 Week","2 Weeks","3 Weeks","B","'B' [B & L 23rd ed 29 / 24th ed 34]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","31","What is true about keloid","It appears immediately after surgery","It appears a few days after surgery","It is limited in its distribution","It is common in old people","B","'B' [B & L 23rd ed 31]
Keloids are extreme overgrowth of scar tissue that grows beyond the limits of the original wound and does not show tendency to resolve.",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","32","Keloid is best treated by","Intrakeloidal injection of triamcinolone","Wide excision and grafting","Wide excision and suturing","Deep X-ray therapy","A","'A' [AIPG -03]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","33","A patient with grossly contaminated wound presents 12 hours after an accident. His wound should be managed by","Through cleaning and primary repair","Thorough cleaning with debridement of all dead and devitalized tissue without primary closure","Primary closure over a drain","Covering the defect with split skin graft after cleaning","B","'B' [B & L 23rd ed 29]",""
"General Surgery","7. Transfusion, Shock, Burns and Wound Healing","34","The best scars are seen in _______","Infants","Children","Adults","Very old people","B","'B' [B & L 23rd ed 37 / 24th ed 92]
Ideal Scar is achieved in:
• Primary healing • Minimised tension • Old Person • Clean incised, edges, no tissue loss • Fine lax skin",""
